model_name,layer_name,submit_time_ts,end_time_ts,structure_start_ts,structure_end_ts,init_weight_start_ts,init_weight_end_ts,weight_start_ts,weight_end_ts,weight_preload_start_ts,weight_preload_end_ts,compute_start_ts,compute_end_ts,
vit_b_16,class_token,2661935.962136865,2661935.967446204,2661935.967174365,2661935.967275986,2661935.967276249,2661935.967285165,2661935.967297579,2661935.967298148,,,2661935.967298809,2661935.96744551,
vit_b_16,encoder,2661935.962136865,2661936.875298895,2661935.967450517,2661936.390293943,2661936.390294101,2661936.702358044,2661936.702363003,2661936.822842549,,,2661936.822844756,2661936.875296394,
vit_b_16,heads,2661935.962136865,2661936.885125267,2661936.875308531,2661936.879331,2661936.879331213,2661936.883107442,2661936.883408201,2661936.884973693,,,2661936.884975125,2661936.885124526,
vit_l_16,conv_proj,2661937.122044667,2661937.128341123,2661937.122046332,2661937.126136999,2661937.126137199,2661937.126149141,2661937.126155648,2661937.12761663,,,2661937.127618155,2661937.128339947,
vit_l_16,class_token,2661937.122044667,2661937.128631347,2661937.128349047,2661937.128454782,2661937.128454989,2661937.12846397,2661937.128478228,2661937.128478832,,,2661937.128479548,2661937.128630672,
vit_l_16,encoder,2661937.122044667,2661940.352129116,2661937.128635903,2661938.612152362,2661938.612152526,2661939.715070309,2661939.715076015,2661940.11296855,,,2661940.112970825,2661940.352126584,
vit_l_16,heads,2661937.122044667,2661940.364938922,2661940.352138972,2661940.357440476,2661940.357440679,2661940.36245663,2661940.362989369,2661940.364766777,,,2661940.364768447,2661940.364938066,
vit_l_16,conv_proj,2661941.085550488,2661941.091725673,2661941.085552226,2661941.08964217,2661941.089642354,2661941.089654633,2661941.089661038,2661941.091062995,,,2661941.091064481,2661941.091724236,
vit_l_16,class_token,2661941.085550488,2661941.092018118,2661941.091733729,2661941.091837608,2661941.091837821,2661941.091846549,2661941.09185962,2661941.09186022,,,2661941.091861223,2661941.092017419,
vit_l_16,encoder,2661941.085550488,2661944.412356064,2661941.092022101,2661942.616719145,2661942.616719334,2661943.719811354,2661943.719817029,2661944.11978739,,,2661944.119789727,2661944.412353501,
vit_l_16,heads,2661941.085550488,2661944.426477665,2661944.412365656,2661944.418295723,2661944.418295931,2661944.42330463,2661944.423863162,2661944.426315504,,,2661944.426316886,2661944.426476673,
vit_l_16,conv_proj,2661945.279297046,2661945.285593454,2661945.279298466,2661945.283399217,2661945.283399376,2661945.283412038,2661945.283418168,2661945.284847702,,,2661945.284848981,2661945.285592309,
vit_l_16,class_token,2661945.279297046,2661945.285883723,2661945.285601503,2661945.28570624,2661945.285706443,2661945.285715527,2661945.285728892,2661945.285729534,,,2661945.285730149,2661945.285882956,
vit_l_16,encoder,2661945.279297046,2661948.50087476,2661945.285887664,2661946.769652792,2661946.769652967,2661947.871791729,2661947.871797627,2661948.269453437,,,2661948.269456035,2661948.500872067,
